id,created_at,record_number,pdf_link,result_page,parent_page_num,num_pages
383,2025-03-19 00:46:36.235522+00,104-10170-10112,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10112.pdf,38,38,13
386,2025-03-19 00:46:37.501109+00,104-10170-10121,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10121.pdf,38,38,87
389,2025-03-19 00:46:38.683496+00,104-10171-10013,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10013.pdf,38,38,4
391,2025-03-19 00:46:39.862999+00,104-10171-10018,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10018.pdf,38,38,2
392,2025-03-19 00:46:42.166771+00,104-10171-10021,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10021.pdf,39,39,1
393,2025-03-19 00:46:42.170719+00,104-10171-10033,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10033.pdf,39,39,2
394,2025-03-19 00:46:42.192441+00,104-10171-10020,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10020.pdf,39,39,6
395,2025-03-19 00:46:43.371503+00,104-10171-10034,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10034.pdf,39,39,1
396,2025-03-19 00:46:43.375428+00,104-10171-10039,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10039.pdf,39,39,3
397,2025-03-19 00:46:43.386136+00,104-10171-10044,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10044.pdf,39,39,4
398,2025-03-19 00:46:44.554807+00,104-10171-10095,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10095.pdf,39,39,1
399,2025-03-19 00:46:44.564375+00,104-10171-10093,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10093.pdf,39,39,1
400,2025-03-19 00:46:44.572534+00,104-10171-10047,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10047.pdf,39,39,2
401,2025-03-19 00:46:45.71892+00,104-10171-10097,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10097.pdf,39,39,1
402,2025-03-19 00:46:48.060858+00,104-10171-10106,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10106.pdf,40,40,2
403,2025-03-19 00:46:48.194122+00,104-10171-10136,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10136.pdf,40,40,61
404,2025-03-19 00:46:48.517526+00,104-10171-10138,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10138.pdf,40,40,232
405,2025-03-19 00:46:49.206267+00,104-10171-10220,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10220.pdf,40,40,1
406,2025-03-19 00:46:49.389947+00,104-10172-10001,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10001.pdf,40,40,4
407,2025-03-19 00:46:49.681649+00,104-10172-10041,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10041.pdf,40,40,4
408,2025-03-19 00:46:50.397039+00,104-10172-10059,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10059.pdf,40,40,1
409,2025-03-19 00:46:50.547241+00,104-10172-10062,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10062.pdf,40,40,1
410,2025-03-19 00:46:50.905671+00,104-10172-10105,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10105.pdf,40,40,14
411,2025-03-19 00:46:51.618074+00,104-10172-10107,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10107.pdf,40,40,10
412,2025-03-19 00:46:53.931976+00,104-10172-10133,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10133.pdf,41,41,1
413,2025-03-19 00:46:54.078329+00,104-10172-10112,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10112.pdf,41,41,84
414,2025-03-19 00:46:54.18736+00,104-10172-10111,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10111.pdf,41,41,168
415,2025-03-19 00:46:55.099313+00,104-10172-10137,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10137.pdf,41,41,1
416,2025-03-19 00:46:55.277391+00,104-10172-10147,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10147.pdf,41,41,3
417,2025-03-19 00:46:55.330707+00,104-10172-10177,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10177.pdf,41,41,1
420,2025-03-19 00:46:56.516963+00,104-10172-10248,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10248.pdf,41,41,2
422,2025-03-19 00:46:59.766934+00,104-10172-10278,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10278.pdf,42,42,1
425,2025-03-19 00:47:01.118662+00,104-10173-10132,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10173-10132.pdf,42,42,48
428,2025-03-19 00:47:02.520536+00,104-10173-10134,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10173-10134.pdf,42,42,144
430,2025-03-19 00:47:03.695058+00,104-10174-10030,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10174-10030.pdf,42,42,3
433,2025-03-19 00:47:06.046309+00,104-10174-10033,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10174-10033.pdf,43,43,1
436,2025-03-19 00:47:07.223161+00,104-10174-10043,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10174-10043.pdf,43,43,2
439,2025-03-19 00:47:08.524087+00,104-10174-10072,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10174-10072.pdf,43,43,33
441,2025-03-19 00:47:09.637763+00,104-10175-10085,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10175-10085.pdf,43,43,40
444,2025-03-19 00:47:12.008859+00,104-10175-10176,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10175-10176.pdf,44,44,38
447,2025-03-19 00:47:13.877639+00,104-10176-10005,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10005.pdf,44,44,250
448,2025-03-19 00:47:14.869315+00,104-10176-10006,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10006.pdf,44,44,238
450,2025-03-19 00:47:15.124714+00,104-10176-10010,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10010.pdf,44,44,57
452,2025-03-19 00:47:18.573263+00,104-10176-10069,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10069.pdf,45,45,73
455,2025-03-19 00:47:20.398172+00,104-10176-10073,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10073.pdf,45,45,399
460,2025-03-19 00:47:22.939922+00,104-10177-10134,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10177-10134.pdf,45,45,139
463,2025-03-19 00:47:25.448416+00,104-10177-10220,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10177-10220.pdf,46,46,18
466,2025-03-19 00:47:27.048217+00,104-10178-10000,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10000.pdf,46,46,310
468,2025-03-19 00:47:27.859659+00,104-10178-10046,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10046.pdf,46,46,1
471,2025-03-19 00:47:29.031907+00,104-10178-10054,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10054.pdf,46,46,2
474,2025-03-19 00:47:31.486413+00,104-10178-10078,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10078.pdf,47,47,120
476,2025-03-19 00:47:32.603304+00,104-10178-10124,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10124.pdf,47,47,1
479,2025-03-19 00:47:34.094639+00,104-10178-10154,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10154.pdf,47,47,246
481,2025-03-19 00:47:34.913688+00,104-10179-10022,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10022.pdf,47,47,1
483,2025-03-19 00:47:37.235574+00,104-10179-10088,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10088.pdf,48,48,2
486,2025-03-19 00:47:38.472121+00,104-10179-10104,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10104.pdf,48,48,9
488,2025-03-19 00:47:39.561604+00,104-10179-10122,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10122.pdf,48,48,1
489,2025-03-19 00:47:39.697961+00,104-10179-10134,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10134.pdf,48,48,3
418,2025-03-19 00:46:56.316074+00,104-10172-10201,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10201.pdf,41,41,2
419,2025-03-19 00:46:56.441642+00,104-10172-10243,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10243.pdf,41,41,1
421,2025-03-19 00:46:57.482052+00,104-10172-10255,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10255.pdf,41,41,1
424,2025-03-19 00:46:59.785467+00,104-10172-10279,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10172-10279.pdf,42,42,2
427,2025-03-19 00:47:01.414531+00,104-10173-10104,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10173-10104.pdf,42,42,283
432,2025-03-19 00:47:06.033112+00,104-10174-10037,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10174-10037.pdf,43,43,1
435,2025-03-19 00:47:07.200397+00,104-10174-10041,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10174-10041.pdf,43,43,1
438,2025-03-19 00:47:08.403334+00,104-10174-10058,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10174-10058.pdf,43,43,1
442,2025-03-19 00:47:11.930642+00,104-10175-10101,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10175-10101.pdf,44,44,1
445,2025-03-19 00:47:13.18728+00,104-10175-10179,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10175-10179.pdf,44,44,22
453,2025-03-19 00:47:18.648325+00,104-10176-10068,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10068.pdf,45,45,63
456,2025-03-19 00:47:20.666676+00,104-10176-10222,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10222.pdf,45,45,130
458,2025-03-19 00:47:21.576154+00,104-10177-10047,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10177-10047.pdf,45,45,2
459,2025-03-19 00:47:22.43003+00,104-10177-10206,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10177-10206.pdf,45,45,66
461,2025-03-19 00:47:23.06803+00,104-10177-10217,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10177-10217.pdf,45,45,47
464,2025-03-19 00:47:25.503392+00,104-10177-10224,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10177-10224.pdf,46,46,48
472,2025-03-19 00:47:31.341387+00,104-10178-10071,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10071.pdf,47,47,2
484,2025-03-19 00:47:37.260741+00,104-10179-10025,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10025.pdf,48,48,4
487,2025-03-19 00:47:38.567917+00,104-10179-10113,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10113.pdf,48,48,2
490,2025-03-19 00:47:39.804413+00,104-10179-10136,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10136.pdf,48,48,3
423,2025-03-19 00:46:59.783593+00,104-10173-10097,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10173-10097.pdf,42,42,2
426,2025-03-19 00:47:01.126975+00,104-10173-10130,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10173-10130.pdf,42,42,46
429,2025-03-19 00:47:02.929942+00,104-10173-10166,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10173-10166.pdf,42,42,48
431,2025-03-19 00:47:03.775621+00,104-10173-10135,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10173-10135.pdf,42,42,341
434,2025-03-19 00:47:06.053397+00,104-10174-10036,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10174-10036.pdf,43,43,1
437,2025-03-19 00:47:07.245338+00,104-10174-10038,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10174-10038.pdf,43,43,3
440,2025-03-19 00:47:08.989366+00,104-10174-10071,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10174-10071.pdf,43,43,417
443,2025-03-19 00:47:11.93924+00,104-10175-10152,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10175-10152.pdf,44,44,2
446,2025-03-19 00:47:13.826694+00,104-10176-10004,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10004.pdf,44,44,241
449,2025-03-19 00:47:15.117214+00,104-10176-10015,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10015.pdf,44,44,14
451,2025-03-19 00:47:16.065198+00,104-10176-10020,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10020.pdf,44,44,4
454,2025-03-19 00:47:19.18448+00,104-10176-10067,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10067.pdf,45,45,59
457,2025-03-19 00:47:21.017831+00,104-10176-10075,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10176-10075.pdf,45,45,213
462,2025-03-19 00:47:25.436793+00,104-10177-10219,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10177-10219.pdf,46,46,20
465,2025-03-19 00:47:26.698707+00,104-10177-10225,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10177-10225.pdf,46,46,20
467,2025-03-19 00:47:27.773495+00,104-10178-10001,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10001.pdf,46,46,228
469,2025-03-19 00:47:28.222738+00,104-10178-10049,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10049.pdf,46,46,1
470,2025-03-19 00:47:28.962688+00,104-10178-10052,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10052.pdf,46,46,1
473,2025-03-19 00:47:31.453511+00,104-10178-10096,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10096.pdf,47,47,35
475,2025-03-19 00:47:32.500814+00,104-10178-10120,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10120.pdf,47,47,2
477,2025-03-19 00:47:32.692847+00,104-10178-10130,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10130.pdf,47,47,2
478,2025-03-19 00:47:33.727009+00,104-10178-10136,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10136.pdf,47,47,3
480,2025-03-19 00:47:34.17419+00,104-10178-10334,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10178-10334.pdf,47,47,106
482,2025-03-19 00:47:37.220214+00,104-10179-10027,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10027.pdf,48,48,1
485,2025-03-19 00:47:38.407462+00,104-10179-10121,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10121.pdf,48,48,1
491,2025-03-19 00:47:40.813293+00,104-10179-10143,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10143.pdf,48,48,2
492,2025-03-19 00:47:43.134954+00,104-10179-10195,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10195.pdf,49,49,3
493,2025-03-19 00:47:43.159533+00,104-10179-10182,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10182.pdf,49,49,9
494,2025-03-19 00:47:43.163997+00,104-10179-10167,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10167.pdf,49,49,2
495,2025-03-19 00:47:44.314305+00,104-10179-10233,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10233.pdf,49,49,1
496,2025-03-19 00:47:44.34576+00,104-10179-10209,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10179-10209.pdf,49,49,4
497,2025-03-19 00:47:44.613863+00,104-10180-10042,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10042.pdf,49,49,178
498,2025-03-19 00:47:45.869908+00,104-10180-10050,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10050.pdf,49,49,155
499,2025-03-19 00:47:45.876729+00,104-10180-10062,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10062.pdf,49,49,2
500,2025-03-19 00:47:45.986688+00,104-10180-10044,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10044.pdf,49,49,225
501,2025-03-19 00:47:47.071454+00,104-10180-10138,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10138.pdf,49,49,4
502,2025-03-19 00:47:49.401022+00,104-10180-10162,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10162.pdf,50,50,2
503,2025-03-19 00:47:49.413495+00,104-10180-10165,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10165.pdf,50,50,1
504,2025-03-19 00:47:49.435228+00,104-10180-10155,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10155.pdf,50,50,1
505,2025-03-19 00:47:50.61768+00,104-10180-10176,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10176.pdf,50,50,1
506,2025-03-19 00:47:50.62036+00,104-10180-10178,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10178.pdf,50,50,1
507,2025-03-19 00:47:50.638281+00,104-10180-10179,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10179.pdf,50,50,1
508,2025-03-19 00:47:51.821772+00,104-10180-10180,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10180.pdf,50,50,2
509,2025-03-19 00:47:51.826343+00,104-10180-10215,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10215.pdf,50,50,2
510,2025-03-19 00:47:51.827283+00,104-10180-10200,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10200.pdf,50,50,1
511,2025-03-19 00:47:52.975339+00,104-10180-10218,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10218.pdf,50,50,1
512,2025-03-19 00:47:55.257532+00,104-10180-10235,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10235.pdf,51,51,1
513,2025-03-19 00:47:55.260116+00,104-10180-10233,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10180-10233.pdf,51,51,1
514,2025-03-19 00:47:55.435084+00,104-10181-10005,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10005.pdf,51,51,124
515,2025-03-19 00:47:56.612577+00,104-10181-10007,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10007.pdf,51,51,122
523,2025-03-19 00:48:02.202098+00,104-10182-10052,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10052.pdf,52,52,199
526,2025-03-19 00:48:03.62312+00,104-10182-10071,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10071.pdf,52,52,151
531,2025-03-19 00:48:05.988661+00,104-10183-10011,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10011.pdf,52,52,1
534,2025-03-19 00:48:08.355802+00,104-10183-10022,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10022.pdf,53,53,3
537,2025-03-19 00:48:09.549479+00,104-10183-10139,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10139.pdf,53,53,1
540,2025-03-19 00:48:10.782847+00,104-10183-10239,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10239.pdf,53,53,1
542,2025-03-19 00:48:14.146087+00,104-10183-10260,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10260.pdf,54,54,3
545,2025-03-19 00:48:15.340261+00,104-10183-10267,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10267.pdf,54,54,2
548,2025-03-19 00:48:16.554573+00,104-10183-10325,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10325.pdf,54,54,1
553,2025-03-19 00:48:20.182738+00,104-10183-10347,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10347.pdf,55,55,3
556,2025-03-19 00:48:21.435662+00,104-10183-10376,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10376.pdf,55,55,2
559,2025-03-19 00:48:22.664218+00,104-10183-10437,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10437.pdf,55,55,1
561,2025-03-19 00:48:23.858068+00,104-10185-10009,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10009.pdf,55,55,2
564,2025-03-19 00:48:26.22047+00,104-10185-10030,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10030.pdf,56,56,8
567,2025-03-19 00:48:27.435893+00,104-10185-10110,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10110.pdf,56,56,2
570,2025-03-19 00:48:28.626769+00,104-10185-10205,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10205.pdf,56,56,1
572,2025-03-19 00:48:32.040907+00,104-10185-10228,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10228.pdf,57,57,1
575,2025-03-19 00:48:33.236603+00,104-10185-10247,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10247.pdf,57,57,1
583,2025-03-19 00:48:37.830986+00,104-10186-10021,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10186-10021.pdf,58,58,2
586,2025-03-19 00:48:39.015369+00,104-10186-10088,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10186-10088.pdf,58,58,7
589,2025-03-19 00:48:40.201884+00,104-10186-10235,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10186-10235.pdf,58,58,2
516,2025-03-19 00:47:56.8659+00,104-10181-10011,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10011.pdf,51,51,258
518,2025-03-19 00:47:57.804917+00,104-10181-10117,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10117.pdf,51,51,2
519,2025-03-19 00:47:58.108282+00,104-10181-10152,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10152.pdf,51,51,2
521,2025-03-19 00:47:59.425197+00,104-10182-10003,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10003.pdf,51,51,186
524,2025-03-19 00:48:02.459082+00,104-10182-10057,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10057.pdf,52,52,212
525,2025-03-19 00:48:03.408543+00,104-10182-10069,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10069.pdf,52,52,135
527,2025-03-19 00:48:04.004295+00,104-10182-10072,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10072.pdf,52,52,109
528,2025-03-19 00:48:04.825439+00,104-10182-10128,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10128.pdf,52,52,1
530,2025-03-19 00:48:05.165276+00,104-10182-10137,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10137.pdf,52,52,1
532,2025-03-19 00:48:08.277176+00,104-10183-10039,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10039.pdf,53,53,1
535,2025-03-19 00:48:09.449448+00,104-10183-10043,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10043.pdf,53,53,2
538,2025-03-19 00:48:10.625059+00,104-10183-10232,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10232.pdf,53,53,2
543,2025-03-19 00:48:14.149021+00,104-10183-10259,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10259.pdf,54,54,2
546,2025-03-19 00:48:15.35313+00,104-10183-10262,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10262.pdf,54,54,2
549,2025-03-19 00:48:16.565583+00,104-10183-10333,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10333.pdf,54,54,1
551,2025-03-19 00:48:17.731936+00,104-10183-10335,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10335.pdf,54,54,2
554,2025-03-19 00:48:20.212746+00,104-10183-10355,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10355.pdf,55,55,39
557,2025-03-19 00:48:21.582713+00,104-10183-10366,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10366.pdf,55,55,135
558,2025-03-19 00:48:22.615634+00,104-10183-10436,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10436.pdf,55,55,1
560,2025-03-19 00:48:22.797351+00,104-10183-10439,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10439.pdf,55,55,2
562,2025-03-19 00:48:26.177654+00,104-10185-10024,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10024.pdf,56,56,4
565,2025-03-19 00:48:27.396646+00,104-10185-10128,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10128.pdf,56,56,2
568,2025-03-19 00:48:28.592722+00,104-10185-10202,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10202.pdf,56,56,1
573,2025-03-19 00:48:32.043374+00,104-10185-10230,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10230.pdf,57,57,1
576,2025-03-19 00:48:33.23834+00,104-10185-10243,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10243.pdf,57,57,1
579,2025-03-19 00:48:34.394481+00,104-10185-10252,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10252.pdf,57,57,1
581,2025-03-19 00:48:35.536696+00,104-10185-10315,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10315.pdf,57,57,1
584,2025-03-19 00:48:37.895804+00,104-10186-10008,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10186-10008.pdf,58,58,1
587,2025-03-19 00:48:39.078048+00,104-10186-10099,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10186-10099.pdf,58,58,9
590,2025-03-19 00:48:40.285433+00,104-10186-10269,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10186-10269.pdf,58,58,2
517,2025-03-19 00:47:56.891835+00,104-10181-10099,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10099.pdf,51,51,39
520,2025-03-19 00:47:58.328249+00,104-10182-10000,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10000.pdf,51,51,42
522,2025-03-19 00:48:02.052952+00,104-10182-10007,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10007.pdf,52,52,82
529,2025-03-19 00:48:04.855327+00,104-10182-10073,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10073.pdf,52,52,130
533,2025-03-19 00:48:08.353533+00,104-10183-10037,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10037.pdf,53,53,1
536,2025-03-19 00:48:09.516126+00,104-10183-10044,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10044.pdf,53,53,1
539,2025-03-19 00:48:10.723104+00,104-10183-10233,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10233.pdf,53,53,2
541,2025-03-19 00:48:11.805658+00,104-10183-10240,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10240.pdf,53,53,1
544,2025-03-19 00:48:14.154082+00,104-10183-10261,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10261.pdf,54,54,2
547,2025-03-19 00:48:15.394948+00,104-10183-10276,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10276.pdf,54,54,27
550,2025-03-19 00:48:16.572097+00,104-10183-10331,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10331.pdf,54,54,2
552,2025-03-19 00:48:20.168329+00,104-10183-10346,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10346.pdf,55,55,9
