id,created_at,record_number,pdf_link,result_page,parent_page_num,num_pages
197,2025-03-19 00:44:42.624429+00,104-10106-10300,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10106-10300.pdf,19,19,26
198,2025-03-19 00:44:43.796735+00,104-10106-10547,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10106-10547.pdf,19,19,1
199,2025-03-19 00:44:43.824903+00,104-10106-10716,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10106-10716.pdf,19,19,4
200,2025-03-19 00:44:43.834692+00,104-10106-10325,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10106-10325.pdf,19,19,4
201,2025-03-19 00:44:44.991438+00,104-10107-10085,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10107-10085.pdf,19,19,1
202,2025-03-19 00:44:47.263735+00,104-10107-10087,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10107-10087.pdf,20,20,1
203,2025-03-19 00:44:47.295659+00,104-10107-10089,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10107-10089.pdf,20,20,3
204,2025-03-19 00:44:47.301953+00,104-10107-10135,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10107-10135.pdf,20,20,5
205,2025-03-19 00:44:48.444436+00,104-10108-10026,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10108-10026.pdf,20,20,1
206,2025-03-19 00:44:48.458807+00,104-10107-10180,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10107-10180.pdf,20,20,2
207,2025-03-19 00:44:48.463646+00,104-10107-10137,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10107-10137.pdf,20,20,2
208,2025-03-19 00:44:49.614971+00,104-10110-10095,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10110-10095.pdf,20,20,1
209,2025-03-19 00:44:49.64263+00,104-10110-10243,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10110-10243.pdf,20,20,2
210,2025-03-19 00:44:49.652255+00,104-10110-10242,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10110-10242.pdf,20,20,2
211,2025-03-19 00:44:50.83664+00,104-10110-10245,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10110-10245.pdf,20,20,6
212,2025-03-19 00:44:53.15761+00,104-10110-10328,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10110-10328.pdf,21,21,1
213,2025-03-19 00:44:53.167624+00,104-10110-10340,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10110-10340.pdf,21,21,1
214,2025-03-19 00:44:53.167915+00,104-10110-10433,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10110-10433.pdf,21,21,3
215,2025-03-19 00:44:54.345246+00,104-10110-10568,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10110-10568.pdf,21,21,1
216,2025-03-19 00:44:54.366992+00,104-10111-10044,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10111-10044.pdf,21,21,2
217,2025-03-19 00:44:54.367909+00,104-10111-10045,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10111-10045.pdf,21,21,1
218,2025-03-19 00:44:55.57184+00,104-10111-10094,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10111-10094.pdf,21,21,1
219,2025-03-19 00:44:55.592762+00,104-10111-10086,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10111-10086.pdf,21,21,1
220,2025-03-19 00:44:55.599292+00,104-10111-10079,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10111-10079.pdf,21,21,3
221,2025-03-19 00:44:56.763277+00,104-10111-10104,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10111-10104.pdf,21,21,1
224,2025-03-19 00:44:59.11999+00,104-10112-10186,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10112-10186.pdf,22,22,6
227,2025-03-19 00:45:00.333538+00,104-10113-10030,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10113-10030.pdf,22,22,8
230,2025-03-19 00:45:01.557876+00,104-10114-10042,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10114-10042.pdf,22,22,1
232,2025-03-19 00:45:05.079381+00,104-10114-10161,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10114-10161.pdf,23,23,1
235,2025-03-19 00:45:06.32673+00,104-10115-10074,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10115-10074.pdf,23,23,2
238,2025-03-19 00:45:07.600095+00,104-10117-10296,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10117-10296.pdf,23,23,1
243,2025-03-19 00:45:11.135232+00,104-10119-10183,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10119-10183.pdf,24,24,3
247,2025-03-19 00:45:12.329401+00,104-10119-10339,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10119-10339.pdf,24,24,1
250,2025-03-19 00:45:13.513995+00,104-10120-10274,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10274.pdf,24,24,1
252,2025-03-19 00:45:16.999579+00,104-10120-10290,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10290.pdf,25,25,1
255,2025-03-19 00:45:18.172675+00,104-10120-10319,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10319.pdf,25,25,1
258,2025-03-19 00:45:19.383954+00,104-10120-10381,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10381.pdf,25,25,1
263,2025-03-19 00:45:22.848994+00,104-10121-10174,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10121-10174.pdf,26,26,2
266,2025-03-19 00:45:24.047539+00,104-10121-10191,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10121-10191.pdf,26,26,1
268,2025-03-19 00:45:25.206021+00,104-10121-10304,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10121-10304.pdf,26,26,1
273,2025-03-19 00:45:28.764908+00,104-10122-10307,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10122-10307.pdf,27,27,2
276,2025-03-19 00:45:29.979306+00,104-10123-10160,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10160.pdf,27,27,1
279,2025-03-19 00:45:31.210259+00,104-10123-10223,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10223.pdf,27,27,1
281,2025-03-19 00:45:32.371687+00,104-10123-10421,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10421.pdf,27,27,1
284,2025-03-19 00:45:34.733643+00,104-10124-10149,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10124-10149.pdf,28,28,1
287,2025-03-19 00:45:35.962428+00,104-10129-10002,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10129-10002.pdf,28,28,16
290,2025-03-19 00:45:37.179949+00,104-10129-10034,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10129-10034.pdf,28,28,2
292,2025-03-19 00:45:40.573784+00,104-10130-10305,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10130-10305.pdf,29,29,1
222,2025-03-19 00:44:59.080986+00,104-10112-10204,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10112-10204.pdf,22,22,1
225,2025-03-19 00:45:00.274829+00,104-10112-10450,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10112-10450.pdf,22,22,1
228,2025-03-19 00:45:01.525779+00,104-10113-10249,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10113-10249.pdf,22,22,2
233,2025-03-19 00:45:05.101468+00,104-10114-10163,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10114-10163.pdf,23,23,1
236,2025-03-19 00:45:06.328666+00,104-10117-10075,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10117-10075.pdf,23,23,4
239,2025-03-19 00:45:07.600332+00,104-10117-10203,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10117-10203.pdf,23,23,8
241,2025-03-19 00:45:08.79013+00,104-10119-10040,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10119-10040.pdf,23,23,3
244,2025-03-19 00:45:11.139273+00,104-10119-10225,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10119-10225.pdf,24,24,1
246,2025-03-19 00:45:12.317493+00,104-10119-10247,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10119-10247.pdf,24,24,1
249,2025-03-19 00:45:13.498104+00,104-10120-10273,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10273.pdf,24,24,1
251,2025-03-19 00:45:14.679353+00,104-10120-10275,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10275.pdf,24,24,1
254,2025-03-19 00:45:17.011984+00,104-10120-10297,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10297.pdf,25,25,1
257,2025-03-19 00:45:18.214957+00,104-10120-10373,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10373.pdf,25,25,2
260,2025-03-19 00:45:19.399396+00,104-10120-10378,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10378.pdf,25,25,2
262,2025-03-19 00:45:22.844763+00,104-10121-10021,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10121-10021.pdf,26,26,1
265,2025-03-19 00:45:24.039773+00,104-10121-10239,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10121-10239.pdf,26,26,1
269,2025-03-19 00:45:25.242135+00,104-10121-10366,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10121-10366.pdf,26,26,1
271,2025-03-19 00:45:26.461571+00,104-10122-10147,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10122-10147.pdf,26,26,4
274,2025-03-19 00:45:28.783289+00,104-10122-10344,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10122-10344.pdf,27,27,5
277,2025-03-19 00:45:30.009835+00,104-10123-10219,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10219.pdf,27,27,3
280,2025-03-19 00:45:31.212696+00,104-10123-10407,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10407.pdf,27,27,4
282,2025-03-19 00:45:34.697574+00,104-10128-10300,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10128-10300.pdf,28,28,1
285,2025-03-19 00:45:35.896259+00,104-10129-10033,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10129-10033.pdf,28,28,1
288,2025-03-19 00:45:37.088103+00,104-10129-10264,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10129-10264.pdf,28,28,1
293,2025-03-19 00:45:40.600511+00,104-10130-10339,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10130-10339.pdf,29,29,1
223,2025-03-19 00:44:59.090421+00,104-10112-10148,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10112-10148.pdf,22,22,3
226,2025-03-19 00:45:00.300378+00,104-10113-10181,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10113-10181.pdf,22,22,1
229,2025-03-19 00:45:01.527518+00,104-10114-10152,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10114-10152.pdf,22,22,1
231,2025-03-19 00:45:02.7542+00,104-10114-10160,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10114-10160.pdf,22,22,1
234,2025-03-19 00:45:05.135201+00,104-10114-10162,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10114-10162.pdf,23,23,8
237,2025-03-19 00:45:06.361038+00,104-10116-10261,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10116-10261.pdf,23,23,8
240,2025-03-19 00:45:07.605401+00,104-10117-10076,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10117-10076.pdf,23,23,20
242,2025-03-19 00:45:11.116448+00,104-10119-10220,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10119-10220.pdf,24,24,1
245,2025-03-19 00:45:12.313252+00,104-10119-10338,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10119-10338.pdf,24,24,1
248,2025-03-19 00:45:13.482781+00,104-10120-10271,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10271.pdf,24,24,1
253,2025-03-19 00:45:17.004798+00,104-10120-10276,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10276.pdf,25,25,2
256,2025-03-19 00:45:18.184094+00,104-10120-10301,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10301.pdf,25,25,1
259,2025-03-19 00:45:19.386138+00,104-10120-10502,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10502.pdf,25,25,2
261,2025-03-19 00:45:20.535671+00,104-10120-10657,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10120-10657.pdf,25,25,1
264,2025-03-19 00:45:22.878021+00,104-10121-10091,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10121-10091.pdf,26,26,2
267,2025-03-19 00:45:24.085722+00,104-10121-10263,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10121-10263.pdf,26,26,2
270,2025-03-19 00:45:25.264568+00,104-10122-10135,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10122-10135.pdf,26,26,1
272,2025-03-19 00:45:28.730618+00,104-10123-10097,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10097.pdf,27,27,1
275,2025-03-19 00:45:29.979306+00,104-10123-10098,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10098.pdf,27,27,1
278,2025-03-19 00:45:31.178238+00,104-10123-10220,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10123-10220.pdf,27,27,1
283,2025-03-19 00:45:34.717834+00,104-10124-10037,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10124-10037.pdf,28,28,1
286,2025-03-19 00:45:35.915401+00,104-10129-10027,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10129-10027.pdf,28,28,1
289,2025-03-19 00:45:37.104472+00,104-10129-10438,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10129-10438.pdf,28,28,1
291,2025-03-19 00:45:38.263341+00,104-10129-10439,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10129-10439.pdf,28,28,1
294,2025-03-19 00:45:40.608531+00,104-10130-10215,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10130-10215.pdf,29,29,3
295,2025-03-19 00:45:41.767862+00,104-10130-10343,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10130-10343.pdf,29,29,1
296,2025-03-19 00:45:41.771073+00,104-10130-10344,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10130-10344.pdf,29,29,1
297,2025-03-19 00:45:41.772289+00,104-10130-10356,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10130-10356.pdf,29,29,1
298,2025-03-19 00:45:42.931632+00,104-10130-10381,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10130-10381.pdf,29,29,1
299,2025-03-19 00:45:42.934289+00,104-10130-10485,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10130-10485.pdf,29,29,1
300,2025-03-19 00:45:42.976625+00,104-10130-10472,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10130-10472.pdf,29,29,4
301,2025-03-19 00:45:44.119562+00,104-10131-10010,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10131-10010.pdf,29,29,3
302,2025-03-19 00:45:46.445318+00,104-10131-10014,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10131-10014.pdf,30,30,2
303,2025-03-19 00:45:46.447058+00,104-10131-10028,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10131-10028.pdf,30,30,1
304,2025-03-19 00:45:46.452699+00,104-10131-10016,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10131-10016.pdf,30,30,4
305,2025-03-19 00:45:47.617511+00,104-10132-10092,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10132-10092.pdf,30,30,2
306,2025-03-19 00:45:47.617874+00,104-10131-10099,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10131-10099.pdf,30,30,2
307,2025-03-19 00:45:47.672512+00,104-10131-10111,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10131-10111.pdf,30,30,2
308,2025-03-19 00:45:48.809829+00,104-10133-10437,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10133-10437.pdf,30,30,4
309,2025-03-19 00:45:48.861176+00,104-10147-10304,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10147-10304.pdf,30,30,2
310,2025-03-19 00:45:48.909228+00,104-10143-10088,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10143-10088.pdf,30,30,16
311,2025-03-19 00:45:50.647489+00,104-10150-10136,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10150-10136.pdf,30,30,416
312,2025-03-19 00:45:52.922709+00,104-10161-10115,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10115.pdf,31,31,1
313,2025-03-19 00:45:52.943535+00,104-10161-10001,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10001.pdf,31,31,1
314,2025-03-19 00:45:52.992665+00,104-10160-10207,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10160-10207.pdf,31,31,4
315,2025-03-19 00:45:54.081646+00,104-10161-10144,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10144.pdf,31,31,1
316,2025-03-19 00:45:54.108406+00,104-10161-10154,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10154.pdf,31,31,1
317,2025-03-19 00:45:54.12943+00,104-10161-10193,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10193.pdf,31,31,1
318,2025-03-19 00:45:55.380879+00,104-10161-10226,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10226.pdf,31,31,1
319,2025-03-19 00:45:55.381759+00,104-10161-10321,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10321.pdf,31,31,1
321,2025-03-19 00:45:56.528456+00,104-10161-10331,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10331.pdf,31,31,1
324,2025-03-19 00:45:58.858741+00,104-10162-10107,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10107.pdf,32,32,2
327,2025-03-19 00:46:00.015288+00,104-10162-10120,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10120.pdf,32,32,1
330,2025-03-19 00:46:01.790979+00,104-10162-10241,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10241.pdf,32,32,71
332,2025-03-19 00:46:04.897716+00,104-10163-10065,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10163-10065.pdf,33,33,1
343,2025-03-19 00:46:11.357747+00,104-10164-10050,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10050.pdf,34,34,42
346,2025-03-19 00:46:12.712839+00,104-10164-10054,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10054.pdf,34,34,49
349,2025-03-19 00:46:14.616327+00,104-10164-10097,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10097.pdf,34,34,159
351,2025-03-19 00:46:15.626212+00,104-10164-10112,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10112.pdf,34,34,245
354,2025-03-19 00:46:18.425863+00,104-10165-10075,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10165-10075.pdf,35,35,112
357,2025-03-19 00:46:19.71688+00,104-10165-10087,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10165-10087.pdf,35,35,90
360,2025-03-19 00:46:21.02413+00,104-10166-10120,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10166-10120.pdf,35,35,47
362,2025-03-19 00:46:24.39254+00,104-10166-10262,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10166-10262.pdf,36,36,2
365,2025-03-19 00:46:25.584589+00,104-10167-10297,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10167-10297.pdf,36,36,2
368,2025-03-19 00:46:26.779349+00,104-10169-10135,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10135.pdf,36,36,1
374,2025-03-19 00:46:30.31567+00,104-10169-10265,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10265.pdf,37,37,2
377,2025-03-19 00:46:31.560828+00,104-10169-10282,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10282.pdf,37,37,24
380,2025-03-19 00:46:32.873778+00,104-10170-10051,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10051.pdf,37,37,74
382,2025-03-19 00:46:36.163931+00,104-10170-10096,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10096.pdf,38,38,1
385,2025-03-19 00:46:37.474218+00,104-10170-10145,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10145.pdf,38,38,7
388,2025-03-19 00:46:38.659471+00,104-10170-10146,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10146.pdf,38,38,2
320,2025-03-19 00:45:55.385354+00,104-10161-10330,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10161-10330.pdf,31,31,1
322,2025-03-19 00:45:58.833524+00,104-10162-10014,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10014.pdf,32,32,2
325,2025-03-19 00:46:00.011538+00,104-10162-10121,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10121.pdf,32,32,1
328,2025-03-19 00:46:01.313457+00,104-10162-10247,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10247.pdf,32,32,55
333,2025-03-19 00:46:04.944116+00,104-10163-10019,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10163-10019.pdf,33,33,12
336,2025-03-19 00:46:06.575721+00,104-10163-10136,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10163-10136.pdf,33,33,2
338,2025-03-19 00:46:07.569144+00,104-10163-10140,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10163-10140.pdf,33,33,62
339,2025-03-19 00:46:08.495059+00,104-10163-10173,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10163-10173.pdf,33,33,265
341,2025-03-19 00:46:08.868291+00,104-10164-10000,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10000.pdf,33,33,83
344,2025-03-19 00:46:11.45533+00,104-10164-10002,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10002.pdf,34,34,76
347,2025-03-19 00:46:13.108096+00,104-10164-10060,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10060.pdf,34,34,209
348,2025-03-19 00:46:13.910877+00,104-10164-10088,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10088.pdf,34,34,1
350,2025-03-19 00:46:14.72606+00,104-10164-10110,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10110.pdf,34,34,110
352,2025-03-19 00:46:18.032364+00,104-10165-10004,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10165-10004.pdf,35,35,3
355,2025-03-19 00:46:19.662461+00,104-10165-10169,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10165-10169.pdf,35,35,2
358,2025-03-19 00:46:20.82526+00,104-10166-10068,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10166-10068.pdf,35,35,1
363,2025-03-19 00:46:24.394424+00,104-10167-10083,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10167-10083.pdf,36,36,4
366,2025-03-19 00:46:25.590673+00,104-10167-10366,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10167-10366.pdf,36,36,4
369,2025-03-19 00:46:26.796499+00,104-10167-10375,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10167-10375.pdf,36,36,2
371,2025-03-19 00:46:28.011458+00,104-10169-10139,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10139.pdf,36,36,17
373,2025-03-19 00:46:30.298181+00,104-10169-10271,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10271.pdf,37,37,1
376,2025-03-19 00:46:31.509704+00,104-10170-10015,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10015.pdf,37,37,9
379,2025-03-19 00:46:32.73439+00,104-10170-10059,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10059.pdf,37,37,4
381,2025-03-19 00:46:33.888165+00,104-10170-10064,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10064.pdf,37,37,4
384,2025-03-19 00:46:36.262385+00,104-10170-10091,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10091.pdf,38,38,3
387,2025-03-19 00:46:37.507087+00,104-10170-10125,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10125.pdf,38,38,19
390,2025-03-19 00:46:38.728207+00,104-10171-10003,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10171-10003.pdf,38,38,13
323,2025-03-19 00:45:58.850117+00,104-10162-10017,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10017.pdf,32,32,1
326,2025-03-19 00:46:00.01175+00,104-10162-10108,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10108.pdf,32,32,1
329,2025-03-19 00:46:01.570887+00,104-10162-10242,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10242.pdf,32,32,107
331,2025-03-19 00:46:02.600123+00,104-10162-10248,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10162-10248.pdf,32,32,55
334,2025-03-19 00:46:05.403704+00,104-10163-10041,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10163-10041.pdf,33,33,232
335,2025-03-19 00:46:06.146185+00,104-10163-10087,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10163-10087.pdf,33,33,44
337,2025-03-19 00:46:06.577897+00,104-10163-10130,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10163-10130.pdf,33,33,281
340,2025-03-19 00:46:08.586478+00,104-10163-10176,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10163-10176.pdf,33,33,212
342,2025-03-19 00:46:11.209079+00,104-10164-10032,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10032.pdf,34,34,4
345,2025-03-19 00:46:12.699696+00,104-10164-10085,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10164-10085.pdf,34,34,1
353,2025-03-19 00:46:18.064213+00,104-10165-10077,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10165-10077.pdf,35,35,13
356,2025-03-19 00:46:19.675082+00,104-10165-10084,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10165-10084.pdf,35,35,46
359,2025-03-19 00:46:20.869718+00,104-10166-10079,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10166-10079.pdf,35,35,1
361,2025-03-19 00:46:22.069696+00,104-10166-10158,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10166-10158.pdf,35,35,24
364,2025-03-19 00:46:24.399003+00,104-10167-10127,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10167-10127.pdf,36,36,4
367,2025-03-19 00:46:25.59843+00,104-10167-10190,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10167-10190.pdf,36,36,4
370,2025-03-19 00:46:26.825717+00,104-10169-10017,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10017.pdf,36,36,2
372,2025-03-19 00:46:30.290785+00,104-10169-10269,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10169-10269.pdf,37,37,1
375,2025-03-19 00:46:31.500255+00,104-10170-10036,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10036.pdf,37,37,2
378,2025-03-19 00:46:32.672391+00,104-10170-10037,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10170-10037.pdf,37,37,1
